Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/20/2020,02/22/2020,02/22/2020,By week,New York,Week-ending,0,2007,0.96,155,0,25,180,
05/20/2020,02/29/2020,02/29/2020,By week,New York,Week-ending,0,2101,1.04,157,0,16,173,
05/20/2020,03/07/2020,03/07/2020,By week,New York,Week-ending,0,1994,0.96,162,0,23,185,
05/20/2020,03/14/2020,03/14/2020,By week,New York,Week-ending,,1881,0.94,168,,19,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,New York,Week-ending,40,2019,1,204,21,14,237,
05/20/2020,03/28/2020,03/28/2020,By week,New York,Week-ending,259,2408,1.22,405,158,15,519,
05/20/2020,04/04/2020,04/04/2020,By week,New York,Week-ending,947,3544,1.83,865,537,13,1284,
05/20/2020,04/11/2020,04/11/2020,By week,New York,Week-ending,1839,4467,2.27,1272,964,11,2154,
05/20/2020,04/18/2020,04/18/2020,By week,New York,Week-ending,1819,4245,2.2,1173,907,,2088,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,New York,Week-ending,1314,3402,1.79,831,627,,1519,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,New York,Week-ending,866,2779,1.46,544,386,,1025,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,New York,Week-ending,711,2460,1.37,427,314,,825,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,New York,Week-ending,214,1349,0.74,170,95,0,289,
05/20/2020,02/01/2020,02/01/2020,By week,New York City,Week-ending,0,1168,1.02,95,0,19,114,
05/20/2020,02/08/2020,02/08/2020,By week,New York City,Week-ending,0,1170,0.98,95,0,18,113,
05/20/2020,02/15/2020,02/15/2020,By week,New York City,Week-ending,0,1130,0.99,86,0,14,100,
05/20/2020,02/22/2020,02/22/2020,By week,New York City,Week-ending,0,1092,1.01,75,0,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,New York City,Week-ending,0,1108,1.02,83,0,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,New York City,Week-ending,0,1112,1.01,92,0,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,New York City,Week-ending,,1130,1.04,103,,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,New York City,Week-ending,117,1398,1.34,155,38,14,244,
05/20/2020,03/28/2020,03/28/2020,By week,New York City,Week-ending,916,2756,2.68,593,347,46,1170,
05/20/2020,04/04/2020,04/04/2020,By week,New York City,Week-ending,2967,6023,5.85,1702,1246,211,3432,
05/20/2020,04/11/2020,04/11/2020,By week,New York City,Week-ending,4465,7597,7.13,2045,1670,324,4851,
05/20/2020,04/18/2020,04/18/2020,By week,New York City,Week-ending,3561,5591,5.5,1434,1268,171,3730,
05/20/2020,04/25/2020,04/25/2020,By week,New York City,Week-ending,2237,3678,3.72,998,879,78,2361,
05/20/2020,05/02/2020,05/02/2020,By week,New York City,Week-ending,1187,2242,2.23,554,474,,1269,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,New York City,Week-ending,804,1712,1.74,365,306,,864,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,New York City,Week-ending,252,937,0.91,131,90,0,293,
05/20/2020,02/01/2020,02/01/2020,By week,North Carolina,Week-ending,0,1979,1.01,121,0,16,137,
05/20/2020,02/08/2020,02/08/2020,By week,North Carolina,Week-ending,0,2050,1,119,0,20,139,
05/20/2020,02/15/2020,02/15/2020,By week,North Carolina,Week-ending,0,2050,1.03,140,0,26,166,
05/20/2020,02/22/2020,02/22/2020,By week,North Carolina,Week-ending,0,1905,0.96,118,0,28,146,
05/20/2020,02/29/2020,02/29/2020,By week,North Carolina,Week-ending,0,1925,1,110,0,30,140,
05/20/2020,03/07/2020,03/07/2020,By week,North Carolina,Week-ending,,1977,1.01,104,0,23,128,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,North Carolina,Week-ending,0,1893,0.99,104,0,14,118,
05/20/2020,03/21/2020,03/21/2020,By week,North Carolina,Week-ending,,1603,0.85,96,,21,117,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,North Carolina,Week-ending,,978,0.52,85,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,North Carolina,Week-ending,30,641,0.34,61,11,0,80,
05/20/2020,04/11/2020,04/11/2020,By week,North Carolina,Week-ending,37,271,0.15,30,15,0,52,
05/20/2020,04/18/2020,04/18/2020,By week,North Carolina,Week-ending,57,114,0.06,24,19,0,62,
05/20/2020,04/25/2020,04/25/2020,By week,North Carolina,Week-ending,15,15,0.01,,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,North Carolina,Week-ending,,,0,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/20/2020,05/16/2020,05/16/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/20/2020,02/01/2020,02/01/2020,By week,North Dakota,Week-ending,0,130,0.97,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,North Dakota,Week-ending,0,137,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,North Dakota,Week-ending,0,145,0.99,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,North Dakota,Week-ending,0,174,1.17,11,0,0,11,
05/20/2020,02/29/2020,02/29/2020,By week,North Dakota,Week-ending,0,149,1.06,13,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,North Dakota,Week-ending,0,163,1.19,17,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,North Dakota,Week-ending,0,140,1.08,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,North Dakota,Week-ending,0,119,0.86,20,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,North Dakota,Week-ending,,88,0.63,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,North Dakota,Week-ending,,81,0.5,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,North Dakota,Week-ending,,94,0.68,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,North Dakota,Week-ending,,103,0.72,15,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,North Dakota,Week-ending,,103,0.79,14,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,North Dakota,Week-ending,,93,0.67,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,North Dakota,Week-ending,,71,0.52,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,North Dakota,Week-ending,,49,0.37,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Ohio,Week-ending,0,2484,0.97,124,0,26,150,
05/20/2020,02/08/2020,02/08/2020,By week,Ohio,Week-ending,0,2525,0.99,128,0,18,146,
05/20/2020,02/15/2020,02/15/2020,By week,Ohio,Week-ending,0,2465,0.99,138,0,23,161,
05/20/2020,02/22/2020,02/22/2020,By week,Ohio,Week-ending,0,2499,0.99,118,0,19,137,
05/20/2020,02/29/2020,02/29/2020,By week,Ohio,Week-ending,0,2424,0.97,120,0,30,150,
05/20/2020,03/07/2020,03/07/2020,By week,Ohio,Week-ending,0,2402,0.95,134,0,20,154,
05/20/2020,03/14/2020,03/14/2020,By week,Ohio,Week-ending,,2335,0.94,128,,38,166,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Ohio,Week-ending,,2138,0.86,137,,21,163,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Ohio,Week-ending,32,2231,0.91,162,11,21,204,
05/20/2020,04/04/2020,04/04/2020,By week,Ohio,Week-ending,108,2395,0.95,186,48,,254,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Ohio,Week-ending,154,2513,1.04,234,71,,324,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Ohio,Week-ending,214,2437,1.03,228,103,,343,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Ohio,Week-ending,190,2380,1.04,187,79,,302,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Ohio,Week-ending,140,1857,0.8,122,52,,212,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Ohio,Week-ending,64,1038,0.45,57,24,0,97,
05/20/2020,05/16/2020,05/16/2020,By week,Ohio,Week-ending,,335,0.15,13,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Oklahoma,Week-ending,0,721,0.83,65,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Oklahoma,Week-ending,0,798,0.93,56,0,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Oklahoma,Week-ending,0,778,0.88,75,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Oklahoma,Week-ending,0,742,0.89,67,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Oklahoma,Week-ending,0,778,0.96,69,0,13,82,
05/20/2020,03/07/2020,03/07/2020,By week,Oklahoma,Week-ending,,784,0.94,65,0,18,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Oklahoma,Week-ending,0,771,0.94,71,0,17,88,
05/20/2020,03/21/2020,03/21/2020,By week,Oklahoma,Week-ending,,796,0.99,73,,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Oklahoma,Week-ending,17,816,1.09,74,,10,96,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Oklahoma,Week-ending,38,731,0.97,85,18,,108,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Oklahoma,Week-ending,48,794,1.06,89,24,,114,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Oklahoma,Week-ending,40,717,0.97,66,14,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Oklahoma,Week-ending,29,608,0.82,52,,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Oklahoma,Week-ending,19,455,0.6,39,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Oklahoma,Week-ending,,242,0.34,22,,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Oklahoma,Week-ending,0,34,0.04,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Oregon,Week-ending,0,726,0.99,34,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Oregon,Week-ending,0,726,0.97,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Oregon,Week-ending,0,778,1.09,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Oregon,Week-ending,0,729,1,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Oregon,Week-ending,0,730,0.99,32,0,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Oregon,Week-ending,0,782,1.04,35,0,10,45,
05/20/2020,03/14/2020,03/14/2020,By week,Oregon,Week-ending,,735,0.96,39,0,12,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Oregon,Week-ending,,759,1.05,52,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Oregon,Week-ending,14,752,1.03,44,,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Oregon,Week-ending,23,758,1.04,53,,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Oregon,Week-ending,23,744,1.05,53,11,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Oregon,Week-ending,22,693,0.96,39,,0,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Oregon,Week-ending,22,660,0.95,36,,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Oregon,Week-ending,12,508,0.75,20,,0,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Oregon,Week-ending,,357,0.52,19,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Oregon,Week-ending,,119,0.17,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Pennsylvania,Week-ending,0,1955,0.68,106,0,12,118,
05/20/2020,02/08/2020,02/08/2020,By week,Pennsylvania,Week-ending,0,1963,0.68,92,0,13,105,
05/20/2020,02/15/2020,02/15/2020,By week,Pennsylvania,Week-ending,0,1935,0.67,118,0,14,132,
05/20/2020,02/22/2020,02/22/2020,By week,Pennsylvania,Week-ending,0,1918,0.68,100,0,16,116,
05/20/2020,02/29/2020,02/29/2020,By week,Pennsylvania,Week-ending,0,1974,0.71,98,0,14,112,
05/20/2020,03/07/2020,03/07/2020,By week,Pennsylvania,Week-ending,0,1947,0.7,107,0,29,136,
05/20/2020,03/14/2020,03/14/2020,By week,Pennsylvania,Week-ending,0,2072,0.74,120,0,24,144,
05/20/2020,03/21/2020,03/21/2020,By week,Pennsylvania,Week-ending,,2203,0.8,163,,21,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Pennsylvania,Week-ending,50,2573,0.95,191,26,20,235,
05/20/2020,04/04/2020,04/04/2020,By week,Pennsylvania,Week-ending,195,2848,1.06,262,79,10,388,
05/20/2020,04/11/2020,04/11/2020,By week,Pennsylvania,Week-ending,581,3286,1.22,439,239,,783,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Pennsylvania,Week-ending,797,3473,1.32,458,297,,960,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Pennsylvania,Week-ending,714,3157,1.23,392,268,,840,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Pennsylvania,Week-ending,664,3043,1.21,347,217,0,794,
05/20/2020,05/09/2020,05/09/2020,By week,Pennsylvania,Week-ending,587,2709,1.1,332,231,,689,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Pennsylvania,Week-ending,140,1284,0.51,100,57,0,183,
05/20/2020,02/01/2020,02/01/2020,By week,Rhode Island,Week-ending,0,219,1,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Rhode Island,Week-ending,0,242,1.03,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Rhode Island,Week-ending,0,181,0.81,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Rhode Island,Week-ending,0,203,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Rhode Island,Week-ending,0,236,1.11,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Rhode Island,Week-ending,0,247,1.13,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Rhode Island,Week-ending,0,191,0.94,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Rhode Island,Week-ending,0,207,0.99,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Rhode Island,Week-ending,,181,0.93,12,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Rhode Island,Week-ending,18,216,1,14,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Rhode Island,Week-ending,40,211,1.08,23,11,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Rhode Island,Week-ending,76,235,1.14,40,29,0,87,
05/20/2020,04/25/2020,04/25/2020,By week,Rhode Island,Week-ending,60,194,0.96,35,26,0,69,
05/20/2020,05/02/2020,05/02/2020,By week,Rhode Island,Week-ending,42,134,0.6,23,15,0,50,
05/20/2020,05/09/2020,05/09/2020,By week,Rhode Island,Week-ending,25,77,0.4,,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Rhode Island,Week-ending,,,0.04,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,South Carolina,Week-ending,0,1029,0.98,59,0,11,70,
05/20/2020,02/08/2020,02/08/2020,By week,South Carolina,Week-ending,0,1095,1.07,60,0,17,77,
05/20/2020,02/15/2020,02/15/2020,By week,South Carolina,Week-ending,0,1001,0.99,69,0,16,85,
05/20/2020,02/22/2020,02/22/2020,By week,South Carolina,Week-ending,0,1034,1.05,48,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,South Carolina,Week-ending,0,1042,1.1,58,0,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,South Carolina,Week-ending,0,1130,1.15,64,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,South Carolina,Week-ending,0,1100,1.12,53,0,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,South Carolina,Week-ending,,1065,1.07,57,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,South Carolina,Week-ending,19,1029,1.08,77,,,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,South Carolina,Week-ending,36,1044,1.08,82,18,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,South Carolina,Week-ending,56,1122,1.18,79,19,,118,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,South Carolina,Week-ending,46,1030,1.13,72,15,,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,South Carolina,Week-ending,51,979,1.07,68,17,0,102,
05/20/2020,05/02/2020,05/02/2020,By week,South Carolina,Week-ending,54,958,1.04,73,16,0,111,
05/20/2020,05/09/2020,05/09/2020,By week,South Carolina,Week-ending,38,806,0.89,63,19,0,82,
05/20/2020,05/16/2020,05/16/2020,By week,South Carolina,Week-ending,,296,0.31,14,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,South Dakota,Week-ending,0,162,0.94,10,0,0,10,
05/20/2020,02/08/2020,02/08/2020,By week,South Dakota,Week-ending,0,149,0.89,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,South Dakota,Week-ending,0,177,1.07,11,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,South Dakota,Week-ending,0,174,1.05,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,South Dakota,Week-ending,0,161,0.94,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,South Dakota,Week-ending,0,192,1.11,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,South Dakota,Week-ending,,166,0.99,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,South Dakota,Week-ending,0,160,1.02,12,0,0,12,
05/20/2020,03/28/2020,03/28/2020,By week,South Dakota,Week-ending,,144,0.92,15,0,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,South Dakota,Week-ending,,166,1.04,18,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,South Dakota,Week-ending,,145,0.9,12,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,South Dakota,Week-ending,,148,0.93,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,South Dakota,Week-ending,,156,1.08,11,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,South Dakota,Week-ending,16,137,0.83,13,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,South Dakota,Week-ending,,90,0.58,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,South Dakota,Week-ending,0,27,0.19,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Tennessee,Week-ending,0,1585,1.04,126,0,12,138,
05/20/2020,02/08/2020,02/08/2020,By week,Tennessee,Week-ending,0,1605,1.01,123,0,14,137,
05/20/2020,02/15/2020,02/15/2020,By week,Tennessee,Week-ending,0,1440,0.93,114,0,14,128,
05/20/2020,02/22/2020,02/22/2020,By week,Tennessee,Week-ending,0,1506,1,98,0,10,108,
05/20/2020,02/29/2020,02/29/2020,By week,Tennessee,Week-ending,0,1489,1.01,110,0,16,126,
05/20/2020,03/07/2020,03/07/2020,By week,Tennessee,Week-ending,0,1598,1.1,119,0,13,132,
05/20/2020,03/14/2020,03/14/2020,By week,Tennessee,Week-ending,0,1578,1.07,106,0,12,118,
05/20/2020,03/21/2020,03/21/2020,By week,Tennessee,Week-ending,,1508,1.04,110,,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Tennessee,Week-ending,,1498,1.02,120,,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
